ID,Year,Mileage,Price
"/tweedehands/bmw/i3/38615296",2013,47856,24495
"/tweedehands/bmw/1-serie/38614706",2013,70854,17850
"/tweedehands/bmw/3-serie/38613891",2013,153414,19495
"/tweedehands/bmw/5-serie/38613631",2013,105274,27400
"/tweedehands/bmw/3-serie/38612907",2013,118523,24950
"/tweedehands/bmw/1-serie/38612328",2014,126182,16950
"/tweedehands/bmw/1-serie/38612165",2014,124356,18945
"/tweedehands/bmw/3-serie/38611592",2010,71312,18745
"/tweedehands/bmw/x1/38611366",2012,86475,23900
"/tweedehands/bmw/1-serie/38611273",2014,52625,23900
"/tweedehands/bmw/1-serie/38610958",2010,201647,8945
"/tweedehands/bmw/3-serie/38609601",2013,202834,15244
"/tweedehands/bmw/3-serie/38609381",2011,160716,12500
"/tweedehands/bmw/3-serie/38609084",2013,80713,21995
"/tweedehands/bmw/3-serie/38608958",2014,177880,25950
"/tweedehands/bmw/x3/38608869",2014,121608,36250
"/tweedehands/bmw/3-serie/38608828",2011,125411,17800
"/tweedehands/bmw/2-serie/38608807",2016,55629,22950
"/tweedehands/bmw/2-serie/38606355",2015,76241,27900
"/tweedehands/bmw/3-serie/38603872",2018,1861,119880
"/tweedehands/bmw/3-serie/38603694",2012,129564,20750
"/tweedehands/bmw/x5/38602994",2015,82090,61895
"/tweedehands/bmw/5-serie/38602445",2010,177327,19450
"/tweedehands/bmw/1-serie/38602391",2011,166044,13700
"/tweedehands/bmw/5-serie/38601886",2011,182088,16945
"/tweedehands/bmw/x1/38601701",2018,500,58495
"/tweedehands/bmw/3-serie/38601570",2012,180541,13945
"/tweedehands/bmw/1-serie/38601452",2017,23969,28995
"/tweedehands/bmw/3-serie/38601261",2013,153784,16950
"/tweedehands/bmw/3-serie/38601245",2013,173050,15950
"/tweedehands/bmw/i3/38601207",2017,26002,39695
"/tweedehands/bmw/x1/38601189",2016,32799,42900
"/tweedehands/bmw/1-serie/38600684",2013,91614,15850
"/tweedehands/bmw/4-serie/38600651",2017,12985,47995
"/tweedehands/bmw/1-serie/38600292",2015,34622,25695
"/tweedehands/bmw/3-serie/38600244",2014,86527,30895
"/tweedehands/bmw/5-serie/38600041",2016,26806,54895
"/tweedehands/bmw/3-serie/38599971",2013,94954,24900
